date,start_date,end_date,OT,search_fact,report_fact,search_fact_summary_gpt_5_2
2019-08-01,2019-08-01,2019-08-31,3.8,"The total nonfarm payroll employment rose by 164,000 in July, and the unemployment rate was unchanged at 3.7 percent.; The unemployment rate in the Middle East stands at 10.8 per cent, excluding the GCC.; The unemployment rate in Butler County, Pennsylvania was 3.6% in June 2019.; The unemployment rate in the United States recently hit a 49-year low.; The current unemployment rate in the United States is at a historically low level.; The unemployment rate in the US was 3.7% in July 2019, with a total nonfarm payroll employment increase of 164,000.; The unemployment rate has been a significant issue in the United States, with racial disparities in unemployment rates and slower rates of recovery for certain groups, such as Hispanics.; Objective facts about the Economics situation:
The unemployment rate varies by race, with Black workers making up 13% of the US workforce but experiencing a higher unemployment rate. 
The poverty rate is higher in certain cities and counties, despite having lower unemployment rates.; The current unemployment rate in the United States is low, with a 49-year low recently recorded.; The black unemployment rate in the United States has been declining, but still endures persistent racial disparities.","The overall unemployment rate for the United States in 2019 was 3.7 percent, but the rate varied across race and ethnicity groups. Jobless rates were higher than the national rate for Blacks or African Americans (6.1 percent), American Indians and Alaska Natives (6.1 percent), and people categorized as being of Two or More Races (5.3 percent).; Objective facts about the unemployment situation**

* The unemployment rate remained unchanged at 3.7% in August 2019, with 6.0 million unemployed persons. 
* The labor force participation rate edged up to 63.2% in August, with an employment-population ratio of 60.9%. 
* Job growth has averaged 158,000 per month thus far in 2019, below the average monthly gain of 223,000 in 2018. 
* The number of long-term unemployed (those jobless for 27 weeks or more) was little changed at 1.2 million in August. 
* The number of persons employed part time for economic reasons increased by 397,000 to 4.4 million in August. 

**","U.S. nonfarm payrolls increased by roughly 160,000 in July while the unemployment rate held around 3.7%, near a multi-decade low. Despite the low headline rate, unemployment remains uneven across demographic groups, with Black workers facing persistently higher unemployment and slower recoveries for some groups such as Hispanics."
2019-09-01,2019-09-01,2019-09-30,3.3,"The current unemployment rate in the United States is at a historically low level.; The U.S. unemployment rate remained at a near-historic low of 3.7% in August 2019, with African-American unemployment rate hitting a new series low.; The unemployment rate in Knox County, IN was reported by the U.S. Bureau of Labor Statistics.; The unemployment rate in the United States has recently reached a historic low, with a rate of less than 8.3% in nine states in the Northeast region.; The U.S. Census Bureau provides data on median income in the past 12 months, adjusted for inflation.; The U.S. unemployment rate fell to 3.5% in September 2019, marking the 19th consecutive month at or below 4% unemployment.; The black unemployment rate in the United States has been declining, but still endures persistent racial disparities.; As of 2018, about 12 percent of individuals in the United States experience food insecurity, with higher rates among racial and ethnic minorities.; The national poverty rate has declined for the fourth consecutive year in 2018. The poverty rate for African Americans is 3.7 percentage points higher than the national average.; The unemployment rate among African Americans in the United States is about twice as high as unemployment among whites, and this has been true for as long as we have data.; The median income in the past 12 months (in 2022 inflation-adjusted dollars) is available in Census Bureau data table S1903.; The U.S. unemployment rate has fallen to a 50-year low of 3.5% as of October 2019.","The overall unemployment rate for the United States in 2019 was 3.7 percent, but the rate varied across race and ethnicity groups. Jobless rates were higher than the national rate for Blacks or African Americans (6.1 percent), American Indians and Alaska Natives (6.1 percent), and people categorized as being of Two or More Races (5.3 percent).; Objective Facts about Unemployment Rate**

* The unemployment rate declined to 3.5 percent in September 2019, the lowest since December 1969. (Source: BLS)
* The number of unemployed persons decreased by 275,000 to 5.8 million in September 2019. (Source: BLS)
* The unemployment rates for Whites, adult men, adult women, teenagers, Blacks, Asians, and Hispanics showed little or no change over the month. (Source: BLS)

**","U.S. unemployment was at a near-historic low around 3.7% in August 2019 and fell to about 3.5% by September–October 2019, marking an extended stretch of roughly 19 consecutive months at or below 4%. African-American unemployment hit a new series low but remained about twice the white unemployment rate, alongside persistent racial disparities amid declining poverty and ongoing food insecurity affecting about 12% of people."
2019-10-01,2019-10-01,2019-10-31,3.3,"The U.S. unemployment rate fell to 3.5% in September 2019, marking the 19th consecutive month at or below 4% unemployment.; The overall unemployment rate in the United States was 3.9 percent in 2018, but varied across race and ethnicity groups.; The unemployment rate in the United States was 3.6% in October 2019, little changed from the rate in September.; The official unemployment estimates in the US are not based on unemployment insurance benefits, but rather on a monthly survey.; The unemployment rate in the United States was 3.6% in October 2019, with total nonfarm payroll employment rising by 128,000.; The U.S. unemployment rate has fallen to a 50-year low of 3.5% as of October 2019.; In 2018, the overall unemployment rate in the United States was 3.9 percent, but varied across race and ethnicity groups.; The unemployment rate in the United States was 3.6% in October 2019.; The overall unemployment rate in the United States was 3.9 percent in 2018, but varied across race and ethnicity groups.; The poverty rate in the United States is an important indicator of economic health, with the US Census Bureau producing the official poverty rates.","The overall unemployment rate for the United States in 2019 was 3.7 percent, but the rate varied across race and ethnicity groups. Jobless rates were higher than the national rate for Blacks or African Americans (6.1 percent), American Indians and Alaska Natives (6.1 percent), and people categorized as being of Two or More Races (5.3 percent).; Objective facts about the influenza situation**
NA (No information about the influenza situation is provided in the report.)

**","U.S. unemployment was roughly 3.5% in September 2019 (the 19th straight month at or below 4%) and about 3.6% in October 2019, near a 50-year low. October also saw nonfarm payrolls increase by roughly 130,000, and the unemployment rate is measured via a monthly household survey rather than unemployment insurance claims."
2019-11-01,2019-11-01,2019-11-30,3.3,"The unemployment rate in the United States was 3.6% in October 2019, with total nonfarm payroll employment rising by 128,000.; In the third quarter of 2019, African American workers had the highest unemployment rate nationally, at 6.0%, followed by Hispanic workers (at 4.1%).; The US unemployment rate is 11.1% according to one source, and 14.7% according to another.; The African-American and Hispanic unemployment rate is at its lowest level ever recorded.; The unemployment rate in the United States is historically low, with a rate of 2.2% in the Salem Area Economic Summary . The national unemployment rate is also low, with the U.S. small businesses being a job creation engine .; The poverty rate in the United States is an important indicator of economic health, with the US Census Bureau producing the official poverty rates.; In the third quarter of 2019, African American workers had the highest unemployment rate nationally, at 6.0%, followed by Hispanic workers (at 4.1%).; The unemployment rate for American Indians and Alaska Natives ranged from 14.3% to 11.3% from 2003 to 2018, according to the U.S. Bureau of Labor Statistics.; The unemployment rate for Whites was around 3.2% in 2018, while African Americans had a higher unemployment rate.; The unemployment rate in the United States has fallen to a series record of 6.5 percent in 2018.","The overall unemployment rate for the United States in 2019 was 3.7 percent, but the rate varied across race and ethnicity groups. Jobless rates were higher than the national rate for Blacks or African Americans (6.1 percent), American Indians and Alaska Natives (6.1 percent), and people categorized as being of Two or More Races (5.3 percent).; Objective facts about the influenza situation**
No information available in this report about the influenza situation. 

**","U.S. unemployment was roughly 3.5% in October 2019 while nonfarm payrolls increased by about 130,000, and multiple sources characterized national unemployment as historically low with some local areas near 2%. Labor-market conditions varied by group in late 2019, with African American unemployment around 6% and Hispanic unemployment around 4%, while other cited figures showed much higher rates (roughly 11% to 15%) and American Indian/Alaska Native unemployment often in the low-to-mid teens in prior years."
2019-12-01,2019-12-01,2019-12-31,3.4,"The unemployment rate in the United States is historically low, with a rate of 2.2% in the Salem Area Economic Summary . The national unemployment rate is also low, with the U.S. small businesses being a job creation engine .; The unemployment rate in the United States was 3.5% in November 2019.; The veteran unemployment rate dropped to 2.9% in December 2019, down from 3.3% last month.; The U.S. unemployment rate has fallen to near-record low following the Great Recession.; The unemployment rate for women with a disability was 8.1% and for men with a disability was 7.9%, more than twice the rates of women and men without disabilities.; The U.S. unemployment rate in December 2019 was 3.5%.; The unemployment rate in the United States has fallen to a series record of 6.5 percent in 2018.; The U.S. unemployment rate by race shows that prime-age unemployment is historically higher for Black workers than white workers, with a persistent gap since 1973.; The unemployment rate is higher in Cumberland County, NC, compared to the state average .; The poverty rate among African Americans was 20.8 percent in 2018.; The unemployment rate for Asian women was 3.0% in 2018, followed by White women at 3.4%.; The United States consists of 50 States and the District of Columbia, with an Employment Rate of 60.3% and a Total Housing Units of .","The overall unemployment rate for the United States in 2019 was 3.7 percent, but the rate varied across race and ethnicity groups. Jobless rates were higher than the national rate for Blacks or African Americans (6.1 percent), American Indians and Alaska Natives (6.1 percent), and people categorized as being of Two or More Races (5.3 percent).; Objective facts about the influenza situation**

* The unemployment rate held at 3.5% in December 2019, and the number of unemployed persons was unchanged at 5.8 million. 
* The labor force participation rate was unchanged at 63.2% in December. 
* The employment-population ratio was 61.0% for the fourth consecutive month but was up by 0.4 percentage point over the year. 
* The number of long-term unemployed (those jobless for 27 weeks or more) was unchanged in December and accounted for 20.5% of the unemployed. 
* The number of persons employed part-time for economic reasons, at 4.1 million, changed little in December but was down by 507,000 over the year. 
* The number of marginally attached to the labor force was down by 310,000 from a year earlier, at 1.2 million in December. 

**","U.S. unemployment was near a record low at roughly 3.5% in late 2019, with veteran unemployment around 3% and commentary noting small businesses as a job-creation engine. Labor-market conditions varied across groups and places—unemployment for people with disabilities was roughly 8% (more than twice that of those without disabilities), prime-age Black unemployment remained persistently higher than for white workers, and some local areas had higher unemployment than their state averages."
2020-01-01,2020-01-01,2020-01-31,4.0,"The U.S. unemployment rate in December 2019 was 3.5%.; The unemployment rate in the United States was 3.5% in December 2019, unchanged from the previous month.; The unemployment rate for college grads is 2.0 percent, and 3.8 percent for all occupations as of January 2020.; The unemployment rate in the United States has reached a 50-year low of 3.5%.; The U.S. unemployment rate was 3.5% in December 2019, stable compared to November 2019 and down from 3.9% in December 2018.; The United States consists of 50 States and the District of Columbia, with an Employment Rate of 60.3% and a Total Housing Units of .; The unemployment rate in the United States remained unchanged at 3.5% in December 2019, with 145,000 new nonfarm payroll jobs added.; The unemployment rate for men in the United States was 3.7 percent in 2019, down 0.2 percentage point from a year earlier.; The average unemployment rate for the Trump administration is the lowest for any U.S. President in recorded history.; The unemployment rate for Blacks in the United States was 6.1 percent in 2019, the lowest annual average in the history of the series (which begins in 1972) .","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; The unemployment rate was little changed at 3.6 percent, and the number of unemployed persons was 5.9 million.","U.S. unemployment was roughly 3.5% in December 2019, unchanged from November, a 50-year low and down from about 4% a year earlier, alongside payroll growth of roughly 145,000 and an employment rate around 60%. Labor-market tightness varied by group, with unemployment around 2% for college graduates, about 4% overall across occupations in early 2020, roughly 4% for men in 2019, and about 6% for Black workers in 2019 (a series low)."
2020-02-01,2020-02-01,2020-02-29,3.8,"The U.S. unemployment rate was 3.5% in December 2019, stable compared to November 2019 and down from 3.9% in December 2018.; The unemployment rate for African Americans, Hispanic Americans, and Asian Americans has reached the lowest levels in history.; The unemployment rate in the US was 3.5% in February 2020, with 19.2% of the unemployed having been jobless for 27 weeks or more.; The current unemployment rate in Massachusetts is part of the state's labor market information, which is published monthly.; The unemployment rate in the United States has been collected by the U.S. Bureau of Labor Statistics since January 1972, and the African American unemployment rate has more often than not been higher than the overall rate.; The unemployment rate for Blacks in the United States was 6.1 percent in 2019, the lowest annual average in the history of the series (which begins in 1972) .; The unemployment rate for African Americans, Hispanic Americans, and Asian Americans has reached the lowest levels in history.; The unemployment rate in the United States was 3.9% in 2018  and 5.1% in Connecticut at the end of 2021 .; The unemployment rate for African Americans is 6.5%, similar to Native American unemployment at 6.6%.; The unemployment rate for African Americans has fallen from 19.3% in March 2010 to 5.1% in 2020.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; The unemployment rate was little changed at 3.5 percent, and the number of unemployed persons, at 5.8 million, changed little in February. The unemployment rate has been either 3.5 percent or 3.6 percent for the past 6 months.","The U.S. unemployment rate was roughly 3.5% in late 2019 and February 2020, down from roughly 4% a year earlier, while unemployment rates for African Americans, Hispanic Americans, and Asian Americans were at or near record lows (with Black unemployment around 6% in 2019). Roughly one-fifth of unemployed people in February 2020 had been jobless for about six months or longer, indicating a notable share of long-term unemployment even with a low overall rate."
2020-03-01,2020-03-01,2020-03-31,4.5,"The unemployment rate in the United States has been collected by the U.S. Bureau of Labor Statistics since January 1972, and the African American unemployment rate has more often than not been higher than the overall rate.; The unemployment rate for people with a disability declined to 7.3% as of March 2020, according to the U.S. Bureau of Labor Statistics.; As of 2019Q4, African American workers had the highest unemployment rate nationally, at 5.7%, followed by Hispanic workers (at 4.1%).; The unemployment rates were lower in January in 5 states and stable in 45 states and the District of Columbia, according to the U.S. Bureau of Labor Statistics.; The State's unemployment rate is calculated by the U.S. Bureau of Labor Statistics.; The national average unemployment rate (including Puerto Rico) was used as a reference period in preparing the current list of Labor Surplus Areas from January 2021 through December 2022.; The unemployment rate for African Americans has fallen from 19.3% in March 2010 to 5.1% in 2020.; The total nonfarm payroll employment rose by 273,000 in February, and the unemployment rate was little changed at 3.5 percent.; In the fourth quarter of 2019, African American workers had the highest unemployment rate nationally, at 5.7%, followed by Hispanic workers (at 4.1%).; The unemployment rate varies by race and ethnicity, with racial and ethnic minority groups and less educated workers having the highest long-term unemployment rates.; The national unemployment rate in the United States is a key indicator of the labor market.; In April 2020, every state and the District of Columbia reached unemployment rates greater than their highest unemployment rates during the Great Recession.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; The household survey provides information on the labor force, employment, and unemployment that appears in the ""A"" tables, marked HOUSEHOLD DATA.","National unemployment was roughly 3.5% with strong job growth (nonfarm payrolls up about 270,000 in February) and state unemployment rates mostly stable, with only a few states lower in January. The materials also note persistent differences in unemployment by race/ethnicity, education, and disability status, and that in April 2020 all states and D.C. had unemployment rates above their Great Recession peaks."
2020-04-01,2020-04-01,2020-04-30,14.4,"The national average unemployment rate (including Puerto Rico) was used as a reference period in preparing the current list of Labor Surplus Areas from January 2021 through December 2022.; The US unemployment rate is estimated to be around 13% as of April 2020, with 6.6 million Americans filing for unemployment benefits in one week.; The unemployment rate in April 2020 increased by 10.3 percentage points to 14.7 percent, the highest rate and the largest over-the-month increase in history.; The unemployment rate is projected to average 15 percent during the second and third quarters of 2020, up from less than 4 percent in the first quarter.; The national unemployment rate declined by 0.3 percentage point over the year, to 3.5 percent in the fourth quarter of 2019.; In April 2020, every state and the District of Columbia reached unemployment rates greater than their highest unemployment rates during the Great Recession.; The unemployment rate for African-American residents of Nashville is high, with a rate that differs by race and ethnicity.; The unemployment rate in the United States rose to a record high of 14.7% in April 2020, with shaded areas representing recessions as determined by the National Bureau of Economic Research.; The unemployment rate in the United States was 3.8% in 2018, with significant racial disparities (e.g., higher rates for Black Floridians).; The unemployment rate among blacks in the United States has been roughly double the national rate.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; Objective Facts**

* The unemployment rate increased by 10.3 percentage points to 14.7 percent in April 2020, the highest rate and largest over-the-month increase in the history of the series. 
* The number of unemployed persons rose by 15.9 million to 23.1 million in April. 
* Unemployment rates rose sharply among all major worker groups, with the rate being 13.0 percent for adult men, 15.5 percent for adult women, 31.9 percent for teenagers, 14.2 percent for Whites, 16.7 percent for Blacks, 14.5 percent for Asians, and 18.9 percent for Hispanics. 

**","U.S. unemployment spiked sharply in April 2020 to roughly 15%, alongside an extraordinary surge in jobless claims (millions filing in a single week) and all states exceeding their prior Great Recession unemployment peaks. Prior context shows unemployment was in the mid–3% range in late 2019 and projections at the time expected unemployment to average around 15% in mid-2020, with persistent racial disparities (Black unemployment roughly double the national rate)."
2020-05-01,2020-05-01,2020-05-31,13.0,"The national unemployment rate declined by 0.3 percentage point over the year, to 3.5 percent in the fourth quarter of 2019.; The unemployment rate in the US jumped to 14.7% in April 2020, the worst since the Great Depression, with 20.5 million jobs lost.; In May 2020, unemployment rates decreased in 38 states, according to the U.S. Bureau of Labor Statistics.; The unemployment rate in the United States has increased significantly due to the COVID-19 pandemic, with a rate of 14.7% in April 2020.; The US unemployment rate has risen significantly, with a real unemployment rate of 23.9% and an official unemployment rate expected to be an undercount.; The unemployment rate among blacks in the United States has been roughly double the national rate.; The unemployment rate for each major racial and ethnic group was below 6 percent before the COVID-19 pandemic, with Latinx having the highest unemployment rate.; The unemployment rate for foreign-born persons in the United States was 3.1 percent in 2019, down from 3.5 percent in 2018.; The unemployment rate among blacks in the United States has been roughly double that of whites during the pandemic.; The unemployment rate in the US hit 14.7% by the end of April 2020, with the black unemployment rate being 16.7%","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; Objective facts about the influenza situation**
The unemployment rate declined by 1.4 percentage points to 13.3% in May, and the number of unemployed persons fell by 2.1 million to 21.0 million. 

**","U.S. unemployment was about 3.5% in late 2019 (including roughly 3% for foreign-born workers) and below about 6% across major racial/ethnic groups pre‑pandemic, with Black unemployment typically about double White unemployment. In April 2020 unemployment surged to roughly 15% amid about 20 million job losses (with some reports citing much higher “real” unemployment and undercounting), Black unemployment rose to roughly the mid‑teens, and May 2020 saw unemployment rates decline in a majority of states."
2020-06-01,2020-06-01,2020-06-30,11.2,"The official unemployment rate in the US rose from 3.5% in February 2020 to 13.3% in May 2020.; The US unemployment rate during COVID-19 is different from the Great Recession, with varying experiences among different groups of workers.; Unemployment rates in 49 states and D.C. decreased from June 2020 to June 2021, according to the U.S. Bureau of Labor Statistics.; The overall unemployment rate in the United States nearly quadrupled between February and May of 2020.; Massachusetts had the highest unemployment rate in June 2020, at 17.4%, followed by New Jersey and New York.; The U.S. unemployment rate has soared, reaching 14.7% with over 40 million workers filing initial unemployment claims.; The unemployment rate among white women in the US jumped from 2.5% in February to 11.9% in June 2020.; The unemployment rate in the United States has dropped, but racial and ethnic disparities persist, with Black males having high rates of unemployment and underemployment compared to the majority population and other races.; The national unemployment rate in the United States declined to 13.3% as of June 2020.; The COVID-19 crisis has had an uneven economic impact, with significant racial and ethnic disparities in unemployment rates.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; Objective facts about the influenza situation**
The unemployment rate declined by 2.2 percentage points to 11.1 percent in June, and the number of unemployed persons fell by 3.2 million to 17.8 million. 

**","U.S. unemployment surged from roughly 3.5% in early 2020 to about 13%–15% by late spring/early summer 2020 alongside tens of millions of initial jobless claims, with some states reaching unemployment rates in the high teens. Job losses and subsequent declines were uneven across demographic groups, with notable racial, ethnic, and gender disparities persisting even as unemployment fell across most states from mid-2020 to mid-2021."
2020-07-01,2020-07-01,2020-07-31,10.5,"Massachusetts had the highest unemployment rate in June 2020, at 17.4%, followed by New Jersey and New York.; The unemployment rate in the US has been high, with over 40 million Americans filing for unemployment benefits in the past 10 weeks, and a current rate of 11.1% for Black Americans.; The unemployment rate in Massachusetts was 16.1% in July 2020, while the U.S. unemployment rate was 10.2% in the same month.; The unemployment rate in the United States rose to 14.7% in April 2020, with 23.1 million unemployed workers.; The national unemployment rate in the United States has been declining, with 30.2 million Americans receiving unemployment checks in a week, and the official unemployment rate reaching 14.7 percent in April.; The COVID-19 crisis has had an uneven economic impact, with significant racial and ethnic disparities in unemployment rates.; The unemployment rate has a significant impact on food insecurity rates, especially among children, with a predicted correlation between the two.; The unemployment rate in the United States has been affected by the COVID-19 pandemic, with rates varying by race and ethnicity.; The unemployment rate for Asian Americans soared to 15% in 2020, and the national unemployment rate peaked at almost 15% across the U.S.; The unemployment rate is a significant concern in New York City, with racial disparities evident in jobless benefits and socioeconomic determinants of health.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; Objective facts about the influenza situation: 
The report does not mention the influenza situation.","U.S. unemployment spiked to roughly 15% in April 2020 with about 23 million unemployed, and over the prior 10 weeks more than 40 million people filed for unemployment benefits, with around 30 million receiving weekly unemployment checks. By July 2020 the national unemployment rate had declined to about 10%, but joblessness remained uneven across groups—roughly 11% for Black workers and about 15% for Asian Americans—and severe in some states (e.g., Massachusetts in the mid-to-high teens in June–July, alongside similarly high rates in New Jersey and New York)."
2020-08-01,2020-08-01,2020-08-31,8.5,"The national unemployment rate in the United States has been declining, with 30.2 million Americans receiving unemployment checks in a week, and the official unemployment rate reaching 14.7 percent in April.; The unemployment rate in the US fell to 10.2 percent in July 2020, with 1.8 million jobs added.; The unemployment rate in the Pittsburgh, PA Metropolitan Statistical Area was not seasonally adjusted in June 2020.; The unemployment rate in the United States has risen significantly since the start of the COVID-19 pandemic, with a peak rate not seen since 1948.; The current state unemployment rate in Connecticut is 4.4%.; The US unemployment rate fell to 8.4% in August, marking the first time it has dropped below 10% since the COVID-19 pandemic.; The unemployment rate is a significant concern in New York City, with racial disparities evident in jobless benefits and socioeconomic determinants of health.; The unemployment rate has racial disparities, with the Black-white gap being particularly significant.; The unemployment rate in the US nearly tripled between February and April 2020, from 3.9 percent to 14.6 percent.; The unemployment rate varies by age, gender, and race/ethnicity in the United States. For example, the unemployment rate is 12.3% for Americans aged 20-24, and it differs by race/ethnicity, with higher rates for Black or African Americans and Hispanic or Latino individuals.; The unemployment rate among people experiencing homelessness ranges from 57% to over 90%, compared to 3.6% for the general United States.; The national unemployment rate in the United States is a key indicator of the labor market. The U.S. Bureau of Labor Statistics releases data on unemployment rates, including by race and ethnicity.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; Objective Facts:**

* The unemployment rate declined by 1.8 percentage points to 8.4% in August 2020. 
* The number of unemployed persons fell by 2.8 million to 13.6 million in August 2020. 
* Among the major worker groups, the unemployment rates declined in August for adult men (8.0%), adult women (8.4%), teenagers (16.1%), Whites (7.3%), Blacks (13.0%), and Hispanics (10.5%). 
* The number of persons employed part-time for economic reasons declined by 871,000 to 7.6 million in August 2020. 

**","U.S. unemployment surged from roughly 4% in February 2020 to about 15% in April as unemployment insurance claims reached around 30 million in a week, then declined to about 10% in July with roughly 2 million jobs added and to about 8% in August (first time below 10% since the pandemic began). Reported labor-market conditions include substantial variation by geography and demographics—e.g., a state rate around 4% in Connecticut, non-seasonally adjusted metro reporting (Pittsburgh), and persistent racial/age disparities with notably higher joblessness for Black and Hispanic workers and for younger adults."
2020-09-01,2020-09-01,2020-09-30,7.7,"The US unemployment rate fell to 8.4% in August, marking the first time it has dropped below 10% since the COVID-19 pandemic.; The unemployment rate for people with a high school diploma was reported by the Bureau of Labor Statistics (BLS).; The unemployment rate among blacks in the United States has been roughly double that of whites for decades.; The national unemployment rate in the United States is currently high due to the COVID-19 pandemic, with 13.6 million U.S. workers claiming unemployment insurance in August.; The unemployment rate in the United States declined to 7.9 percent in September 2020, with 661,000 jobs added.; The national unemployment rate in the United States is a key indicator of the labor market. The U.S. Bureau of Labor Statistics releases data on unemployment rates, including by race and ethnicity.; The United States officially entered a recession in February 2020, as declared by the Business Cycle Dating Committee on June 8, 2020.; Poverty rates for Blacks and Hispanics reached historic lows in 2019, with a poverty rate of 10.5% in the United States.; The unemployment rate in the US continues to edge lower, with a rate of 6.10% in Monmouth County and 6.80% in New Jersey as of September 2020.; The COVID-19 pandemic has had a significant effect on unemployment in every state, industry, and major demographic group in the United States.","The overall unemployment rate for the United States in 2020 was 8.1%. However, the rate varied across race and ethnicity groups, with American Indians and Alaska Natives (11.7%), people categorized as being of Two or More Races (11.6%), and Blacks or African Americans (11.4%) having higher unemployment rates than the national average. Asians (8.7%) and Native Hawaiians and Other Pacific Islanders (8.9%) had unemployment rates similar to the national average, while Whites (7.3%) had a lower unemployment rate. The rate for people of Hispanic or Latino ethnicity was 10.4%.; : Objective facts about the influenza situation**

* The unemployment rate declined by 0.5 percentage points to 7.9% in September 2020. (Source)
* The number of unemployed persons fell by 1.0 million to 12.6 million in September 2020. (Source)
* The labor force participation rate decreased by 0.3 percentage points to 61.4% in September 2020. (Source)
* The number of persons employed part-time for economic reasons declined by 1.3 million to 6.3 million in September 2020. (Source)

**","The U.S. unemployment rate fell below 10% in August (about 8%) and declined further to just under 8% in September as roughly 600,000 jobs were added, while about 14 million workers were still claiming unemployment insurance in August amid the COVID-19 recession. Unemployment impacts remained broad across states, industries, and demographic groups, with Black unemployment historically about double White unemployment and poverty having reached historic lows in 2019."
